,x,y,Phi
505,0.043975629688054726,-0.04081842713210639,-1.0
506,0.04398610494456958,-0.04080713873583042,-1.0
507,0.043996577303391154,-0.040795847651283405,-1.0
508,0.04400704676382956,-0.04078455387920919,-1.0
509,0.04401751332519509,-0.040773257420351795,-1.0
510,0.04402797698679824,-0.040761958275455375,-1.0
511,0.044038437747949674,-0.0407506564452643,-1.0
512,0.044048895607960284,-0.0407393519305231,-1.0
513,0.04405935056614113,-0.0407280447319765,-1.0
514,0.04406980262180346,-0.04071673485036938,-1.0
515,0.044080251774258714,-0.040705422286446816,-1.0
516,0.044090698022818536,-0.04069410704095403,-1.0
517,0.04410114136679476,-0.04068278911463647,-1.0
518,0.044111581805499386,-0.04067146850823971,-1.0
519,0.044122019338244646,-0.04066014522250953,-1.0
520,0.04413245396434293,-0.040648819258191894,-1.0
521,0.04414288568310682,-0.040637490616032904,-1.0
522,0.04415331449384912,-0.040626159296778874,-1.0
523,0.0441637403958828,-0.04061482530117628,-1.0
524,0.04417416338852103,-0.04060348862997179,-1.0
525,0.04418458347107716,-0.04059214928391221,-1.0
526,0.04419500064286475,-0.040580807263744564,-1.0
527,0.04420541490319755,-0.040569462570216035,-1.0
528,0.04421582625138947,-0.04055811520407398,-1.0
529,0.04422623468675467,-0.04054676516606593,-1.0
530,0.044236640208607445,-0.04053541245693961,-1.0
531,0.04424704281626231,-0.040524057077442895,-1.0
